gene	waldStat	df	pvalue	meanLogFC
NAT10	2.22121970727109	2	0.32935803961722	0.732635162284149
CAT	10.9106469852	2	0.00427349411436129	0.470644193049458
APIP	1.32399612344159	2	0.515819664638153	0.406579294883906
PDHX	0.132883841299481	2	0.935717260128671	0.177740887156651
CD44	0.260493901569423	2	0.877878611337829	0.270260126983504
SLC1A2	0.705669647873431	2	0.702693251896978	1.11796313048622
TRIM44	1.13995634685873	2	0.565537782315179	0.393410615050026
COMMD9	7.42147074814354	2	0.0244595297524921	0.84745554333786
TRAF6	0.850319798448248	2	0.653665256205719	0.818723445719239
API5	0.709647209379034	2	0.701297137825044	0.280475155208927
TTC17	3.08074320673717	2	0.214301451487536	0.792375672942395
HSD17B12	17.908535880081	2	0.000129184629547918	0.81095916787358
ALKBH3	8.39714571704728	2	0.0150169929083789	0.449057603056011
ACCS	2.2121592254514	2	0.330853495712858	59.0909084653512
EXT2	0.0455619380887101	2	0.977476557952594	0.169819915026172
CD82	23.7329424373041	2	7.02193863899581e-06	0.82925680592038
SLC35C1	0.0686758896705768	2	0.966244911977837	0.271786301182063
CRY2	2.47617078853891	2	0.289938805359759	2.35733962419468
PEX16	1.27577378232208	2	0.528407828395364	0.167221526339582
PHF21A	3.52213910440187	2	0.171860951229881	0.826768108845342
DGKZ	4.6982526272082	2	0.0954525213647404	1.34675036663619
HARBI1	0.143788880064464	2	0.930629127807167	0.429631336534549
ATG13	0.00488004004679655	2	0.997562954405745	0.0479733881747266
ARHGAP1	0.655998433465189	2	0.720363583942396	0.501440082511198
ZNF408	0.0303218296630677	2	0.984953433234614	0.119106311469372
CKAP5	0.760446899348918	2	0.683708617674338	0.639713232163212
C11orf49	1.73502355553935	2	0.419995291799109	0.648164216461815
ARFGAP2	0.0986405109022085	2	0.951876237325608	0.08494628350596
DDB2	5.91026339768477	2	0.0520718023282765	0.907579527818576
ACP2	2.95146522073028	2	0.2286111827583	0.797833484652825
NR1H3	3.07333311401524	2	0.215096921016285	2.5096292253929
MADD	0.194923486340838	2	0.907137045079314	0.388664407090515
SPI1	3.11630102561078	2	0.210525074791271	0.165327763714887
SLC39A13	2.6746644130473	2	0.262545151369728	0.796044834207049
PSMC3	12.9471891219797	2	0.00154366694323271	0.666391444880714
CELF1	5.95652709847531	2	0.05088110974116	0.650930064966117
NDUFS3	0.335575538775991	2	0.845533263685844	0.12456456600493
PTPMT1	0.950521053245573	2	0.621723059954616	0.392416869266387
KBTBD4	0.00158362177421626	2	0.999208502512409	0.0223672788294671
MTCH2	2.66469048700799	2	0.263857724487112	0.329559059235046
FNBP4	3.08460083571634	2	0.213888502122153	0.51465562954342
NUP160	0.0300765317966062	2	0.985074244130995	0.110829850810334
SSRP1	0.547212943067023	2	0.760631346458487	0.177669046030657
SLC43A3	1.37526186331198	2	0.502765745709612	0.812038534141783
SLC43A1	0.845192040163995	2	0.655343325185837	0.500611043540143
TIMM10	1.01999731783096	2	0.60049638412813	0.259673053716163
UBE2L6	0.212769638383807	2	0.899078598797145	0.11506385377847
CLP1	0.569887960482865	2	0.752056383156361	0.445957977847943
ZDHHC5	3.31874512303022	2	0.190258318049809	1.46441378230305
MED19	0.256152446580182	2	0.879786316381192	0.0982704143054264
TMX2	5.29977905156935	2	0.0706590186289033	1.06746263503806
SELENOH	4.02892655787703	2	0.133391978440568	0.121680334920129
CTNND1	3.24334214731166	2	0.197568271941991	7.91022362140519
LPXN	2.11133610158461	2	0.347959894759685	0.162946114784286
ZFP91	3.30985008673623	2	0.191106379859178	0.858156284161628
FAM111B	12.2847579920427	2	0.00214980315677715	1.22753834698177
FAM111A-DT	1.19230664095119	2	0.550926804156013	1.10234275254124
FAM111A	1.29903947350839	2	0.522296556375517	0.379072817229917
MPEG1	24.6915211952001	2	4.34814779581849e-06	4.35287577109731
OSBP	1.98946250760281	2	0.369822819667057	1.14984881467248
PATL1	2.40917162246107	2	0.299816154283724	0.735238848764014
STX3	6.75784542831747	2	0.0340841533394105	2.63393541927597
MRPL16	5.60121424360083	2	0.0607731547154455	0.355071407835441
MS4A7	4.85827670414323	2	0.0881127220270848	0.929943568360164
MS4A1	159.377710572886	2	0	1.28502799465641
CCDC86	0.638163031777645	2	0.726816299814793	0.126538002387141
PRPF19	0.0341627610350233	2	0.983063679148554	0.0454660929747158
TMEM109	0.384621200122554	2	0.825050567933302	0.236515204085538
SLC15A3	0.0325125229587065	2	0.98387515844341	0.140967181727686
VPS37C	2.52900572186579	2	0.28237964320402	1.41708104030007
DDB1	3.19645395553383	2	0.202254802539215	0.507128592055513
TKFC	0.517040982729869	2	0.772193207594247	0.386926019508405
CYB561A3	18.7749967352099	2	8.37647429434707e-05	0.449453432730538
TMEM138	2.18626316374059	2	0.335165251115778	0.606103861709178
TMEM216	4.32768652280823	2	0.114882747075353	0.611722384980897
CPSF7	1.69160923693686	2	0.42921186743984	0.243229279716676
SDHAF2	0.13260604214	2	0.935847239889716	0.0839337345679058
TMEM258	14.8461350448594	2	0.000597314058096599	0.210972240822314
FEN1	1.08012306715995	2	0.582712394891028	0.133527342305772
FADS2	0.920091229026271	2	0.631254850467526	1.36672455463451
FADS1	0.824536655030593	2	0.662146580066236	0.55131500298411
FADS3	0.227993141457339	2	0.892261015682282	0.138122026167944
FTH1	47.0927784010551	2	5.94200244563581e-11	0.543564140732269
ASRGL1	4.85111722022524	2	0.0884287080720633	2.78251386407396
EEF1G	0.0239812281616622	2	0.988080986866683	0.0668468225714239
TUT1	0.39686043274849	2	0.820016992502728	0.438198680937052
MTA2	0.0626027922931438	2	0.969183420903086	0.178173830799852
EML3	0.645254798036977	2	0.724243657998069	0.383624057058384
B3GAT3	0.0569355893648234	2	0.97193359507221	0.109752309624066
GANAB	0.745244790799325	2	0.688925325106897	0.568337194428458
INTS5	1.13724765555588	2	0.566304234855052	0.646334118480214
C11orf98	0.78233418538261	2	0.676267147300401	1.17408972452319
CSKMT	0.246794791152917	2	0.883912329906541	0.204591565877657
UQCC3	0.510430899361291	2	0.774749560433033	0.253835482228011
UBXN1	6.85374739014632	2	0.0324883506619321	0.350738445017165
HNRNPUL2	0.0191580310112592	2	0.990466717122392	0.0701726491465491
TTC9C	4.0163426066299	2	0.134233923488512	0.850442812354354
ZBTB3	3.73873856316115	2	0.154220901109591	2.52247309716131
POLR2G	3.17312740221257	2	0.204627566460609	0.290811883367524
TAF6L	1.97983215328142	2	0.371607876294758	1.31734293268907
TMEM223	1.7001592989089	2	0.427380889938305	0.474262654233358
TMEM179B	4.5300303044204	2	0.103828461298208	0.564722143745845
NXF1	0.163430020560859	2	0.921534549149518	0.156912256488717
STX5	0.100375335350874	2	0.951050926235512	0.0815257003602195
WDR74	1.35091810118876	2	0.508922745688445	0.380992515148155
SLC3A2	1.40718147973104	2	0.494805392655818	0.354083254724868
ATL3	3.27322662747291	2	0.194638105533413	1.22501195718466
RTN3	3.90606431725273	2	0.141843327405408	0.789708080471796
SPINDOC	0.008463440757757	2	0.995777220733262	0.0904561759502488
MARK2	1.87410152719389	2	0.391781589701482	0.706800423913753
NAA40	0.0486387457420355	2	0.975973960372648	0.175375466097483
COX8A	11.2074800550958	2	0.00368405943460304	0.240149485688184
OTUB1	0.422696637635036	2	0.809492056453464	0.13129032865743
STIP1	0.00837846223316278	2	0.995819531471653	0.0219976829804558
FERMT3	21.5436632452089	2	2.0982293919003e-05	0.942668686965525
TRPT1	1.39268387708034	2	0.498405169914425	0.426873277706826
NUDT22	0.0367959549144685	2	0.981770232178037	0.0512761096260619
DNAJC4	2.3784240461211	2	0.304461077878747	0.482760644507685
VEGFB	1.46372334776527	2	0.481012667298784	1.02563555714229
FKBP2	2.61703697624034	2	0.270220094260901	0.388041228699354
PPP1R14B	0.00241278042108335	2	0.998794337185591	0.0175438212235036
PLCB3	1.81407052191915	2	0.403719374093951	1.87564095693477
BAD	0.259516184589559	2	0.878307874666074	0.156442127665982
GPR137	0.380183159145578	2	0.826883404846834	0.304844637658108
ESRRA	0.480079943550657	2	0.78659641878283	0.384802937660591
TRMT112	10.0772637281938	2	0.00648261134732298	0.180570429003393
PRDX5	3.87632078847403	2	0.143968551698866	0.184311087723872
AP003774.4	0.827713328907914	2	0.66109570298868	0.525443060781127
CCDC88B	6.53955403782292	2	0.0380149027345758	1.90484270014577
RPS6KA4	0.00358073684680171	2	0.998211233330093	0.0359838657711725
RASGRP2	2.71435285481228	2	0.257386501374917	0.431792018623618
SF1	0.15383238163675	2	0.925967454929207	0.0619672104841243
MAP4K2	6.84186064620013	2	0.0326820159570714	0.282870964310635
MEN1	5.97086616610325	2	0.0505176204856441	1.15866178065488
EHD1	10.8131041324661	2	0.00448708474118387	0.349922262307663
ATG2A	1.60081034725229	2	0.449146944748711	1.09712000431517
PPP2R5B	0.629348250348763	2	0.730026732845154	0.527896030885548
ARL2	2.38588856144531	2	0.303326868585288	0.587870653445347
SNX15	11.4402695150229	2	0.00327926896644182	0.787364780598368
SAC3D1	1.26457217146208	2	0.531375641142658	0.433675647688464
NAALADL1	3.56562292475157	2	0.168164693323266	1.20072419612835
ZFPL1	0.866818664256975	2	0.64829506948506	0.484137208862838
VPS51	0.228077362949014	2	0.892223442696549	0.133845972733992
TM7SF2	2.08171384592952	2	0.353151928261632	0.307556385154649
ZNHIT2	3.70098490060151	2	0.157159753886238	0.435836437229021
FAU	12.3315141893976	2	0.0021001277669499	0.262433551197041
SYVN1	2.40353703889893	2	0.300662014829526	0.157079269758145
MRPL49	0.709249621325934	2	0.701436565365102	0.245971260386668
CAPN1	1.78618903757671	2	0.409386935012597	0.268405213958501
POLA2	2.26513219599471	2	0.322205384084927	0.488726469138833
DPF2	0.00888988515363183	2	0.995564921559854	0.0355315731541313
SLC25A45	3.51204142605701	2	0.172730843658293	0.858794230912069
FRMD8	0.818163093596003	2	0.664260061832449	0.410779724248857
NEAT1	57.7635484956012	2	2.86326518050828e-13	0.913558412190372
MALAT1	198.47446854044	2	0	1.03723396552482
SCYL1	0.59348144981714	2	0.743236690143377	0.289117385139016
LTBP3	3.53908301919619	2	0.170411102771792	0.954163118867819
SSSCA1	7.00624090646356	2	0.0301033007662331	0.702510551977588
FAM89B	1.51828374268136	2	0.468067917214416	0.986199764833658
EHBP1L1	0.515583779765922	2	0.772756033722747	0.477825020713911
MAP3K11	3.25355696411729	2	0.196561782553832	0.502399107136124
SIPA1	2.89845951850097	2	0.234751033288034	0.68126054026301
RELA	0.00252445051621928	2	0.998738571013132	0.0198847871116907
KAT5	2.4161526842129	2	0.298771461067757	0.495409479599003
RNASEH2C	1.45424514029773	2	0.483297646326144	0.0890518657912105
AP5B1	0.90190838566334	2	0.637020021593023	0.900148417245981
CFL1	9.71030952841008	2	0.00778812793660733	0.0915165620186967
MUS81	1.9256941313803	2	0.381804315128114	0.543868667788909
FIBP	1.00958839416388	2	0.603629791417096	0.225240422452384
CCDC85B	5.3259118680029	2	0.0697417647046787	0.254226665297028
C11orf68	1.63349605022533	2	0.44186625856995	0.934911275812556
DRAP1	0.907339335090928	2	0.635292556337815	0.2082142731757
SART1	1.03143577769644	2	0.597071809532986	0.473783534673342
EIF1AD	0.000134744669422101	2	0.999932629934754	0.0060231456058673
BANF1	0.621478592508516	2	0.732904922023471	0.056801937232196
SF3B2	2.70515237846742	2	0.258573268195744	0.0856744164540746
PACS1	1.0290787973725	2	0.59777586756776	0.437621269448522
KLC2	2.43147305629538	2	0.296491559475754	1.14261234038333
RAB1B	1.42726775083203	2	0.489860865863227	0.491482096426696
YIF1A	0.584861077188413	2	0.746447092499557	0.292058050402393
BRMS1	0.31974242024648	2	0.85225354352726	0.144773109650068
B4GAT1	3.67641132550587	2	0.159102653951012	1.93086644895741
MRPL11	0.409150837548601	2	0.814993273805839	0.17268391832298
DPP3	0.725761403476418	2	0.695669420701553	0.226706497558703
ZDHHC24	0.47821127355071	2	0.787331706796925	0.311516187477693
CCS	3.71154643159704	2	0.156332017544589	0.550446959637432
RBM14	2.02846926165332	2	0.362679907653567	0.569187120686562
RBM4	0.000246985894660353	2	0.99987651467761	0.00498513239195811
RBM4B	0.0117339149634201	2	0.994150219504703	0.0368917266757693
AP001157.1	0.954657917294183	2	0.620438397144032	1.16277181245382
C11orf80	4.63067211721697	2	0.0987329983522445	0.819055281490319
RCE1	0.000359233647199992	2	0.999820399306536	0.0126821364430012
KDM2A	1.97652868505133	2	0.372222180895723	1.21464041164067
GRK2	0.269201278764823	2	0.874064909097395	0.247095712086621
ANKRD13D	5.02526662638567	2	0.0810545160379075	1.08754718381046
RAD9A	0.0795205565406017	2	0.961019788867366	0.167359006434376
POLD4	0.715039344526633	2	0.699408939850563	0.173795424726616
CLCF1	2.86908155199102	2	0.238224737417205	2.88075064435727
PPP1CA	0.617107748626352	2	0.734508379998723	0.0748331892457083
TBC1D10C	5.45233899223619	2	0.0654695914953853	0.259423316097521
RPS6KB2	1.76342279519033	2	0.414073660282693	0.452273078998046
CORO1B	1.7639180857864	2	0.413971129583831	0.33735114878577
TMEM134	6.13552506465706	2	0.0465251369756308	0.549931865040789
AIP	0.362351229675322	2	0.834288832332212	0.0291568915189532
PITPNM1	0.161641864305605	2	0.922358841469723	0.251749254839231
CDK2AP2	6.69771973073128	2	0.0351243777999466	0.628237441536489
GSTP1	84.9413636108667	2	0	0.446365627255556
NDUFV1	3.23416072606821	2	0.198477335734401	0.391623333478123
NUDT8	7.47756437959126	2	0.0237830487420467	4.90375984051581
ACY3	5.5305486184507	2	0.0629588267921064	0.693845780407317
UNC93B1	0.107227113739248	2	0.947798305883914	0.122033771195916
NDUFS8	5.80697775648962	2	0.0548315852306662	0.446746916710968
TCIRG1	3.45815305014143	2	0.177448203295713	0.927385591675861
CHKA	3.58036090981878	2	0.166930043603032	1.72657417114861
KMT5B	0.18967384988899	2	0.909521242602344	0.207765922815517
C11orf24	0.241493554367771	2	0.886258352016739	0.366179291956995
PPP6R3	2.28867992730833	2	0.318434026474331	1.49332532342209
CPT1A	1.07405202946449	2	0.584483916732207	1.12572247006937
MRPL21	3.82391324958232	2	0.147790932109222	0.472983195230733
IGHMBP2	2.60886825900383	2	0.271326027007263	2.66413150470859
TPCN2	3.59549508573035	2	0.165671636523929	1.25424074044446
ORAOV1	0.502666928672664	2	0.777762972097812	0.502603574091457
FADD	0.0766336903105192	2	0.962407958278655	0.111382572469907
PPFIA1	0.954104212177985	2	0.620610190881095	0.554794806354249
AP000487.1	1.06523858022416	2	0.587065259855	0.698731073135751
CTTN	2.77050286596119	2	0.250260868044491	3.23043126494599
SHANK2	2.08734248908779	2	0.352159442411458	1.29619330771268
DHCR7	4.08513897426677	2	0.129695032653392	1.24292115105443
AP002387.2	0.619384755223747	2	0.733672615635691	0.499645759510448
NADSYN1	0.00336999586001811	2	0.998316420881993	0.0242629100695041
FAM86C1	2.41356340784205	2	0.299158512501693	0.950623122842579
AP002495.2	0.0550438536662975	2	0.972853350726486	0.285020139213238
RNF121	2.2001425196765	2	0.332847364203631	0.255235230566174
NUMA1	1.77372103555242	2	0.411947025090882	0.983279977216154
LAMTOR1	2.31119052751889	2	0.314870050377058	0.254206935163495
ANAPC15	4.26805139333089	2	0.118359852616407	0.677513815374788
FOLR2	3.61338789050264	2	0.164196081694943	0.972507875468801
INPPL1	0.501767147353474	2	0.77811295911638	0.585826457728007
CLPB	8.06692116886883	2	0.0177129266909559	1.97302416880672
ARAP1	1.9394482664684	2	0.379187628940994	1.04521938353301
STARD10	7.27087848394319	2	0.0263723480008653	2.14492568632915
ATG16L2	0.0321023527265199	2	0.984076957286763	0.104555887554262
FCHSD2	0.14970778084202	2	0.927879048441972	0.185832220695051
RELT	0.00214650783668392	2	0.998927321812658	0.0207295926833313
FAM168A	2.08607791606893	2	0.352382178485151	2.3048702636673
AP000763.3	4.88833785489829	2	0.0867982405702605	0.723402653871527
PLEKHB1	3.78624674605958	2	0.150600691343922	5.31456462845899
RAB6A	0.659147929926015	2	0.719230085384993	0.242137642642279
MRPL48	0.0209576424911372	2	0.989575890330741	0.0409114193636054
COA4	3.95392173282442	2	0.138489486440604	0.584115203405167
PAAF1	2.83693941446404	2	0.242084193275891	0.759334434627343
UCP2	48.2394729095432	2	3.34912098054474e-11	0.456666145838033
C2CD3	0.232605354392527	2	0.890205737539197	0.636431611894414
PPME1	0.106013827069256	2	0.948373455846906	0.234203890590063
LIPT2	2.11481104917853	2	0.347355848469406	1.35492159885939
POLD3	0.915266310607846	2	0.63277956546178	0.525092188139424
RNF169	0.0714485473356174	2	0.964906306884894	0.0281188159442372
XRRA1	1.93245245651236	2	0.380516313687624	0.699285309650344
SPCS2	7.08150633526633	2	0.0289914834103142	0.327466152428615
NEU3	0.556862742636478	2	0.756970215835367	1.10498037522214
RPS3	19.9939397608254	2	4.55377056121087e-05	0.415912932941576
GDPD5	1.15517306596715	2	0.561251294772746	0.657201425628774
SERPINH1	3.03088433006469	2	0.219711014838772	13.7746764204753
UVRAG	9.94789335377062	2	0.00691579967595257	0.501249348539773
THAP12	0.114562888950597	2	0.944328255991908	0.207459401819724
GVQW3	1.8789174204683	2	0.390839335444309	2.85863604069711
AP002360.1	0.028537030572046	2	0.985832797544579	0.168968242106325
EMSY	6.35418720734603	2	0.0417066953266734	1.39373290670275
ACER3	0.915747447471224	2	0.632627356983124	0.651945893771917
PAK1	3.07526981610754	2	0.214888732503846	3.0063176004459
CLNS1A	1.31596776961929	2	0.517894417452704	0.22120063599404
RSF1	6.5233618070213	2	0.0383239250261752	0.745848581682575
AAMDC	5.72538956625724	2	0.0571146411285979	1.25363529891601
INTS4	0.031869089340766	2	0.984191738541648	0.0977049367190321
NDUFC2	5.9383961529003	2	0.0513444681651718	0.137599897125757
ALG8	0.27545794542378	2	0.871334815258411	0.233773314549023
NARS2	2.32687497876619	2	0.312410425472265	0.903913512325829
PRCP	3.11512505688776	2	0.210648896642042	0.548847131092649
RAB30	5.09536975437839	2	0.0782626440595998	0.228358542811695
RAB30-AS1	1.63172787247015	2	0.442257080349671	0.368125412022862
PCF11	1.45951674160146	2	0.482025447442782	0.144885956687088
ANKRD42	1.34889622667117	2	0.509437494799598	2.06653594261511
CCDC90B	4.73448666253649	2	0.0937387771902357	0.330579572940995
TMEM126B	3.40788883492487	2	0.181964363238017	0.634166972470983
TMEM126A	3.040651733818	2	0.218640627596815	0.619957163422253
CREBZF	2.25627890977401	2	0.323634833826238	0.730685028412008
SYTL2	0.065258139137873	2	0.967897515653759	0.227662688259742
PICALM	0.403287594433126	2	0.817386031272732	0.343545109834676
EED	1.00881722523201	2	0.603862586566055	0.260384515538133
HIKESHI	1.0258591935959	2	0.598738943260702	0.224680296592039
TMEM135	0.358391198668881	2	0.835942373632878	0.711975516910187
CTSC	3.27781159377472	2	0.194192412023579	1.06283970979706
CHORDC1	0.0356397772582864	2	0.982337946659901	0.0456415268879937
FAT3	1.74979010645614	2	0.416905770297517	3.66808816620074
SLC36A4	1.48988236843124	2	0.474762222631275	0.70858017193125
SMCO4	9.26038287929546	2	0.00975289183343697	1.02997233579592
CEP295	3.00335056834277	2	0.222756666664189	1.07725243717662
TAF1D	1.7913671798423	2	0.408328374053142	0.134506220886345
C11orf54	0.931878512143334	2	0.627545402462551	0.603520746632228
MED17	2.31004651529668	2	0.315050209491223	1.03176156261203
PANX1	0.566015992891824	2	0.753513762403581	0.826366109613361
MRE11	0.0501890777513049	2	0.975217711684164	0.114296589663031
ANKRD49	0.826328013914197	2	0.661553774508518	0.303057036230738
CWC15	5.01097621493276	2	0.0816357412440736	0.570593692353231
SRSF8	0.00162836376927068	2	0.999186149471501	0.014324030008837
SESN3	4.86455446160788	2	0.0878365804919877	0.759140451013694
FAM76B	1.24795839549392	2	0.535808103567278	0.258117954134281
CEP57	11.5904823452507	2	0.00304199669188665	0.913066333814914
MTMR2	3.71739724849793	2	0.155875350833396	1.20667198897502
CCDC82	1.85240518066994	2	0.396054840844524	0.429882279170291
BIRC3	6.27921093581125	2	0.04329987772392	0.62183017149254
BIRC2	1.85338302113266	2	0.395861248949461	0.249510835358977
TMEM123	8.18869639345058	2	0.0166666060917237	0.234962802683595
DCUN1D5	0.354809409322911	2	0.837440799737912	0.198535147295108
PDGFD	6.17185920509595	2	0.045687542897118	0.883119529580297
CASP4	1.4268804060741	2	0.489955747570166	0.301539586080794
CASP1	11.5312477817237	2	0.00313343982934877	2.20277203415365
CARD16	2.09807655218215	2	0.350274454493968	0.698578459914632
MSANTD4	0.00372094238707009	2	0.998141258410204	0.062229498391388
KBTBD3	0.310065466993949	2	0.856387144478804	0.29328874630198
AASDHPPT	1.70618040016051	2	0.426096172955728	0.41101949274993
AP000766.1	1.55894634776354	2	0.458647575190227	1.22734314651719
CWF19L2	0.694262340552933	2	0.706712622487688	0.292981624769105
ALKBH8	0.492343717704835	2	0.781787856215779	0.765962572847241
SLC35F2	0.578578847839267	2	0.748795454722257	0.87723343865367
CUL5	1.9456885101887	2	0.378006361138903	0.627365070607349
ACAT1	0.283421574249538	2	0.867872220013306	0.2175512998252
NPAT	3.42039127160742	2	0.180830412253365	0.900608746856496
ATM	10.6224222041614	2	0.00493594516281737	0.689021868356029
DDX10	1.29609708480247	2	0.523065521629801	0.55558352444374
FDX1	4.07040181548589	2	0.13065423042045	0.526648753898582
POU2AF1	19.3612088458678	2	6.24837257622302e-05	0.725983084774793
SIK2	0.250996586615469	2	0.882057269826069	0.774075105747767
PPP2R1B	5.17920324333721e-05	2	0.999974104319082	0.00586967317582316
FDXACB1	5.36908507638604	2	0.068252409726456	5.11308544470986
C11orf1	0.289731053182501	2	0.865138623428632	0.369959935127535
DLAT	17.659754233557	2	0.000146296215730257	1.30272445490851
NKAPD1	0.540080794688183	2	0.763348656455636	0.384762049779397
TIMM8B	1.77903776408122	2	0.41085337414591	0.212475386486543
SDHD	0.170090538010127	2	0.918470705205335	0.0891350349243124
BCO2	1.17549015294001	2	0.555578660720514	1.38439565688733
PTS	2.93286221001754	2	0.230747531124444	0.467773147469532
ZW10	2.23791640581224	2	0.326619889088823	1.04863703162792
USP28	2.34070088525739	2	0.31025819451459	1.30364369697655
HTR3A	22.4050203883254	2	1.36399142235399e-05	1.46167734963979
C11orf71	2.13157401329388	2	0.344456658384808	0.465221892360002
RBM7	0.0286389510902262	2	0.985782560529853	0.0641592387188805
REXO2	22.4485431068509	2	1.3346297486394e-05	2.14020853060329
CADM1	6.51398204010741	2	0.0385040818953082	3.61121664823681
BUD13	2.53609383398744	2	0.281380645216152	0.591342227664439
ZPR1	3.356978184061	2	0.186655782803548	0.245054027916303
SIK3	1.64489112760277	2	0.439355866784681	1.16371601177058
PAFAH1B2	0.118527075971386	2	0.942458362847744	0.136210890398233
SIDT2	4.38206053405587	2	0.111801503857986	3.44614976744451
PCSK7	15.1712194944163	2	0.000507705122110957	0.665040344600735
RNF214	2.45778637886251	2	0.292616269294608	0.86892588230251
CEP164	0.108430474398139	2	0.94722820581318	0.258634752073378
IL10RA	62.6566304420078	2	2.4757973449141e-14	1.23918210837116
JAML	7.43089061514163	2	0.024344597867174	3.82545563681581
UBE4A	0.00519673131654212	2	0.997405007171862	0.0472537304087614
ATP5MG	62.3154457218917	2	2.94209101525666e-14	0.699593529489705
KMT2A	13.7131695369216	2	0.00105250234070675	1.26272869559113
TMEM25	1.84453682879144	2	0.397616059310383	1.76945773839419
IFT46	0.000100297708495116	2	0.999949852403185	0.0116257181017353
ARCN1	0.452549432302317	2	0.797498985717798	0.345402595287631
DDX6	4.28097249275498e-05	2	0.999978595366619	0.00157718704473296
AP004609.3	0.231263750090064	2	0.890803089793166	0.535835832750267
CXCR5	2.37161571505575	2	0.305499279889266	0.518655999314363
AP004609.1	1.62985064307274	2	0.442672384220562	0.814041498683021
CCDC84	0.149461590602955	2	0.927993272854441	0.238217284970982
RPS25	29.9163276362449	2	3.18971583479488e-07	0.490841196241829
TRAPPC4	0.439840188831165	2	0.802582926258106	0.172831836100161
SLC37A4	0.15331241765777	2	0.926208221086419	0.421120134548997
HYOU1	0.748976386421272	2	0.687641128141877	1.46568224077668
VPS11	0.121869450811314	2	0.940884653635695	0.220416961252414
HMBS	0.185301176599648	2	0.911511937595888	0.171090014435695
H2AFX	0.846893403198159	2	0.654786073787097	0.545069815570788
DPAGT1	2.03864729332063	2	0.360838912261506	0.709369042764637
C2CD2L	1.87419676824337	2	0.391762933300815	7.4211265310345
HINFP	0.0543540177342398	2	0.973188963201521	0.16509712598985
NLRX1	0.0432712253528247	2	0.978596758344626	0.232030608545135
CBL	0.320753549444907	2	0.851822783203859	0.270290540179424
RNF26	2.91176559920806	2	0.233194409074114	1.18960082968647
ARHGEF12	3.03752631269085	2	0.218982566721543	1.68048522978892
TBCEL	2.1726901034529	2	0.337447596037126	1.77769463042296
SC5D	3.41424705855277	2	0.181386796741809	0.729484396832092
AP000977.1	3.22535252977771	2	0.199353377070615	9.36637763410946
SORL1	0.68129410590269	2	0.711309918643572	0.201450369562701
HSPA8	39.9782707303517	2	2.08366934817406e-09	0.760612542460612
GRAMD1B	3.02356949561486	2	0.220516060986366	3.98301359634891
ZNF202	1.60005959847441	2	0.449315574656336	1.92132682597772
TBRG1	0.945055061662482	2	0.623424550485135	0.382261166492539
NRGN	0.23766100313388	2	0.887958295546992	0.579668007762386
MSANTD2	0.408635344864186	2	0.815203362414709	0.637751455341252
TMEM218	0.46461657099384	2	0.792701707193936	0.13404405565754
FEZ1	34.8521795010319	2	2.70361831811172e-08	8.55426618636066
EI24	0.0624058151005104	2	0.96927887911848	0.0731036756924495
STT3A	1.28718428238205	2	0.525401713090336	0.619537875968137
CHEK1	4.50181896126285	2	0.105303409586095	2.14806683938994
HYLS1	4.12533940584337	2	0.127114159457299	2.18410857840431
PUS3	0.325807655502856	2	0.849672899438651	0.400687325085083
RPUSD4	1.70484493278266	2	0.426380786737663	0.614047818384375
FAM118B	3.43610469433273	2	0.179415246452909	0.935133304310926
SRPRA	1.0351813036697	2	0.595954681931848	0.296738286425275
FOXRED1	3.38189258661656	2	0.184344996992078	0.859408001539783
TIRAP	3.29015862399172	2	0.192997255189227	2.0407577327261
DCPS	1.78555239988538	2	0.409517271332333	0.382496789432589
ETS1	0.465850896314638	2	0.792212632234347	0.0882591805693496
FLI1	0.481648232225629	2	0.78597985542408	0.222037787287578
NFRKB	0.0751927636247201	2	0.963101587770818	0.193661912321758
APLP2	8.60017115391673	2	0.013567397905874	1.03873147951889
ST14	34.1685461561494	2	3.805348836039e-08	2.25832572435957
ZBTB44	1.78835226658101	2	0.408944375549208	0.461330551729351
SNX19	1.6082722514263	2	0.447474321197238	0.956213440530631
NCAPD3	3.49629390840296	2	0.174096253061255	2.14090101205154
VPS26B	0.278506472643394	2	0.8700076830142	0.5171533789643
THYN1	12.2441572214496	2	0.00219389097496003	0.951677169979647
ACAD8	3.05646988102546	2	0.216918203149873	0.842962299890729
LARP4B	4.06167334609366	2	0.131225682213902	1.00739336044637
GTPBP4	6.30054822985594	2	0.0428403820691564	1.12513098731142
IDI1	3.52741612941612	2	0.171408091661117	0.321101550355796
WDR37	2.29146980443404	2	0.317990140240068	2.09253756979856
PFKP	29.2316365456038	2	4.49190720175352e-07	2.57766837913172
PITRM1	0.480614146033225	2	0.786386345959588	0.389230205417021
KLF6	0.916100814017922	2	0.632515592184658	0.0553472213418024
NET1	2.09672751127133	2	0.350510801480008	0.55512754378646
ASB13	22.3911698762472	2	1.37347019577572e-05	1.20671460902665
FAM208B	3.84014322545666	2	0.146596463581719	0.238674492733195
GDI2	22.4518559004572	2	1.33242090205599e-05	0.32844062890707
ANKRD16	0.00437369389542796	2	0.997815542459999	0.0561487224993141
FBH1	10.4135677637215	2	0.00547926735194482	1.11078521041775
IL15RA	5.2081956233024	2	0.0739698418324229	7.20037563449331
